throat.y,throat.z,throat.x,eyer.y,eyer.z,eyer.x,eyer.y,eyer.z,eyer.x,eyel.y,eyel.z,eyel.x,eyel.y,eyel.z,eyel.x,throat.y,throat.z,throat.x,elbowr.y,elbowr.z,elbowr.x,throat.y,throat.z,throat.x,elbowl.y,elbowl.z,elbowl.x,throat.y,throat.z,throat.x,tailbase.y,tailbase.z,tailbase.x,tailbase.y,tailbase.z,tailbase.x,kneer.y,kneer.z,kneer.x,tailbase.y,tailbase.z,tailbase.x,kneel.y,kneel.z,kneel.x,time
0.0,-62.389147945266835,0.0,180.0,-31.765613372274608,0.0,0.0,-1.6480076666106163,0.0,0.0,-69.43015103302234,0.0,180.0,61.795458418634546,0.0,180.0,18.95791816870673,0.0,0.0,83.06818280434965,0.0,0.0,46.049762922842866,0.0,0.0,53.253470032745525,0.0,180.0,-26.26438932551357,0.0,180.0,57.257670974824464,0.0,180.0,66.420266921083,0.0,nan,nan,0.0,0.0,81.33033230142658,0.0,180.0,8.320943953902788,0.0,0.16666666666666666
0.0,-65.34412049870178,0.0,180.0,-31.390628219354866,0.0,0.0,-3.3116883889386255,0.0,0.0,-71.72947023496845,0.0,180.0,63.50232130987514,0.0,180.0,18.150448431884843,0.0,0.0,86.06370031218044,0.0,0.0,45.563358422760594,0.0,8.537736462515939e-07,58.24931096125776,0.0,180.0,-26.35529891853065,0.0,180.0,57.4233968274601,0.0,180.0,70.01389289007827,0.0,179.99999914622637,82.64551409236994,0.0,nan,nan,0.0,nan,nan,0.0,0.18333333333333332
0.0,-68.61929148999484,0.0,180.0,-32.08156743710628,0.0,0.0,-4.090087300101499,0.0,0.0,-73.54383141214129,0.0,180.0,61.44201441848551,0.0,180.0,17.781296819759106,0.0,180.0,88.89710379360709,0.0,0.0,43.959732719424494,0.0,0.0,63.4658961450494,0.0,179.99999914622637,-26.284884238517403,0.0,180.0,57.46288005244102,0.0,180.0,72.16312549478563,0.0,180.0,85.5186628675946,0.0,nan,nan,0.0,nan,nan,0.0,0.2
8.537736462515939e-07,-65.15873176772709,0.0,180.0,-32.19125448296948,0.0,0.0,-2.944333143461274,0.0,0.0,-73.21167277778684,0.0,180.0,62.62826875328436,0.0,180.0,17.674978621480996,0.0,nan,nan,0.0,0.0,41.92684465091751,0.0,0.0,65.14663267965446,0.0,180.0,-27.876693961406122,0.0,180.0,57.78702399620774,0.0,180.0,75.87801037328605,0.0,nan,nan,0.0,0.0,80.65323044418439,0.0,nan,nan,0.0,0.21666666666666667
0.0,-65.47335099589924,0.0,180.0,-31.044881377176875,0.0,8.537736462515939e-07,-2.2995179092038467,0.0,0.0,-71.08953510499907,0.0,179.99999914622637,62.8837569709056,0.0,180.0,16.876685644556787,0.0,0.0,73.02108698275607,0.0,0.0,40.41690544967339,0.0,0.0,66.71658959424907,0.0,180.0,-28.61178048637022,0.0,180.0,57.70996375185685,0.0,179.99999914622637,78.25195266015375,0.0,180.0,89.60409986486312,0.0,0.0,82.83668274124003,0.0,nan,nan,0.0,0.23333333333333334
0.0,-64.32749739259758,0.0,179.99999914622637,-31.820697265780908,0.0,0.0,-2.1246588129865573,0.0,0.0,-71.68681649263598,0.0,180.0,62.310288109004446,0.0,180.0,17.91304122294662,0.0,0.0,66.11581787480414,0.0,8.537736462515939e-07,42.78177959465592,0.0,0.0,67.32166329678738,0.0,180.0,-29.316303812255992,0.0,nan,nan,0.0,180.0,79.86739033495648,0.0,0.0,82.11847521735838,0.0,nan,nan,0.0,nan,nan,0.0,0.25
0.0,-66.75246779863359,0.0,180.0,-30.9893801111963,0.0,0.0,-1.661033348433314,0.0,0.0,-72.66359083996976,0.0,180.0,61.87782476337731,0.0,180.0,18.516771588792967,0.0,nan,nan,0.0,0.0,45.28457010821307,0.0,8.537736462515939e-07,66.96631948117134,0.0,180.0,-31.252400615597317,0.0,180.0,57.672300966871546,0.0,180.0,80.98600817552679,0.0,0.0,78.00267475916576,0.0,nan,nan,0.0,nan,nan,0.0,0.26666666666666666
0.0,-69.34740087972453,0.0,180.0,-31.880443984597193,0.0,0.0,-1.2950159347633263,0.0,0.0,-74.31127057370634,0.0,180.0,62.14060658779443,0.0,180.0,21.25224294811632,0.0,0.0,59.199122971546416,0.0,0.0,58.12420671664143,0.0,0.0,66.8025286944226,0.0,180.0,-31.94289306817905,0.0,nan,nan,0.0,180.0,80.36710187630054,0.0,0.0,75.65839715028872,0.0,nan,nan,0.0,nan,nan,0.0,0.2833333333333333
0.0,-71.80517531456532,0.0,180.0,-33.14861502074331,0.0,0.0,-0.2875112970789264,0.0,0.0,-75.78689111871718,0.0,180.0,63.18639648946629,0.0,180.0,23.28865150036654,0.0,8.537736462515939e-07,52.49567160436994,0.0,0.0,64.19419454886,0.0,0.0,74.45739075128436,0.0,180.0,-31.78484015090338,0.0,180.0,57.51507347105074,0.0,179.99999914622637,81.15627370755962,0.0,0.0,73.7712553225761,0.0,nan,nan,0.0,nan,nan,0.0,0.3
0.0,-71.8944137304872,0.0,180.0,-34.621475135612855,0.0,8.537736462515939e-07,-0.10473033343817276,0.0,0.0,-76.74112768715942,0.0,180.0,62.05003535981101,0.0,180.0,22.850484743382335,0.0,0.0,40.315964654948054,0.0,0.0,54.91328320557451,0.0,0.0,79.57248778434966,0.0,180.0,-32.42260588820529,0.0,180.0,56.40098746221976,0.0,180.0,80.06250032816733,0.0,0.0,76.77665605702683,0.0,nan,nan,0.0,nan,nan,0.0,0.31666666666666665
0.0,-74.24599450055234,0.0,180.0,-36.100487326227864,0.0,0.0,0.4939665281559695,0.0,0.0,-77.26815180091592,0.0,180.0,60.416631542893285,0.0,179.99999914622637,22.39837080975022,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-32.18530368501132,0.0,180.0,55.31083882071195,0.0,179.99999914622637,79.65722543549226,0.0,0.0,80.40623588583728,0.0,nan,nan,0.0,nan,nan,0.0,0.3333333333333333
0.0,-73.7096701906627,0.0,179.99999914622637,-36.08638656638537,0.0,0.0,-0.1545363551870201,0.0,0.0,-76.1988713598299,0.0,180.0,61.40415916953148,0.0,180.0,25.362603778094016,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-31.16504078619527,0.0,179.99999914622637,54.16665043813652,0.0,180.0,78.35812393063227,0.0,0.0,81.35619692626332,0.0,nan,nan,0.0,nan,nan,0.0,0.35
0.0,-74.10673973173814,0.0,180.0,-37.476671879613384,0.0,0.0,-2.2001685215609266,0.0,0.0,-76.45147142898946,0.0,180.0,62.16239533040152,0.0,179.99999914622637,28.020090580588754,0.0,0.0,17.549358977021907,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-30.351465993790804,0.0,180.0,52.75389191319592,0.0,180.0,76.70623000676635,0.0,0.0,83.39306722811023,0.0,nan,nan,0.0,nan,nan,0.0,0.36666666666666664
8.537736462515939e-07,-75.78761005558358,0.0,180.0,-37.98843739082028,0.0,0.0,-1.3857935314779926,0.0,0.0,-76.46826944081506,0.0,180.0,61.94036084721534,0.0,180.0,30.572577601489492,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-29.327427731953257,0.0,180.0,54.94046364302161,0.0,180.0,75.3543763368841,0.0,8.537736462515939e-07,84.51897180952285,0.0,nan,nan,0.0,nan,nan,0.0,0.38333333333333336
0.0,-74.73912245410841,0.0,180.0,-39.03668977196849,0.0,0.0,-3.8613813667727404,0.0,0.0,-75.60683060811714,0.0,180.0,64.47450575210515,0.0,180.0,34.693547772197505,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-27.574454880049906,0.0,180.0,54.044589323613245,0.0,180.0,73.88404782425891,0.0,0.0,88.19654878025185,0.0,nan,nan,0.0,nan,nan,0.0,0.4
0.0,-73.68125142619078,0.0,180.0,-39.21095571174542,0.0,8.537736462515939e-07,-0.2392989379376343,0.0,0.0,-76.32746630708235,0.0,180.0,63.226974012322955,0.0,180.0,31.486925430777983,0.0,0.0,22.722046181404462,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-27.887388275212775,0.0,180.0,54.48126838149471,0.0,180.0,74.51791982053037,0.0,0.0,87.41372884287254,0.0,nan,nan,0.0,nan,nan,0.0,0.4166666666666667
0.0,-72.3554775986479,0.0,180.0,-41.113543089683525,0.0,0.0,-0.8719104403215495,0.0,0.0,-77.22049210744837,0.0,180.0,63.81995320439092,0.0,179.99999914622637,31.27621435724042,0.0,0.0,34.866723140758026,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-29.12415948839864,0.0,180.0,54.56073734629396,0.0,180.0,74.33141701736027,0.0,0.0,88.15233748551799,0.0,nan,nan,0.0,nan,nan,0.0,0.43333333333333335
0.0,-70.35353412780685,0.0,180.0,-39.2485315109673,0.0,0.0,0.7105144594843459,0.0,0.0,-78.10156686250954,0.0,180.0,62.39029434326995,0.0,180.0,28.735669249454986,0.0,0.0,46.235506628852576,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-29.748444852927395,0.0,180.0,54.93405129933203,0.0,180.0,74.80838790923968,0.0,0.0,89.51143720518331,0.0,nan,nan,0.0,nan,nan,0.0,0.45
0.0,-69.42970547222141,0.0,180.0,-37.95288141388906,0.0,0.0,1.57638472601215,0.0,0.0,-79.23895114042529,0.0,180.0,59.66682748918467,0.0,180.0,27.22674249741427,0.0,0.0,53.47850278644583,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-29.814541835300737,0.0,180.0,55.76846883472956,0.0,180.0,75.39874817783696,0.0,180.0,88.7504583968995,0.0,nan,nan,0.0,nan,nan,0.0,0.4666666666666667
0.0,-66.6037776397604,0.0,180.0,-36.04689984544132,0.0,0.0,-0.8438919251135496,0.0,0.0,-78.30294365376562,0.0,180.0,63.65877300519577,0.0,180.0,24.239446341207852,0.0,0.0,67.246374264961,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-30.90242299382594,0.0,180.0,56.45387506177981,0.0,180.0,74.32550847882112,0.0,180.0,87.66466038213713,0.0,nan,nan,0.0,nan,nan,0.0,0.48333333333333334
0.0,-66.44972692304403,0.0,180.0,-27.948437621071992,0.0,0.0,-1.8310817235493604,0.0,0.0,-76.31054610338361,0.0,180.0,62.548012938285275,0.0,179.99999914622637,29.201473097528616,0.0,0.0,76.83461395244474,0.0,180.0,81.92977363286575,0.0,180.0,81.71953020210177,0.0,180.0,-30.807999755976265,0.0,180.0,56.10340881240641,0.0,180.0,73.43929991507994,0.0,179.99999914622637,85.55481047497805,0.0,nan,nan,0.0,nan,nan,0.0,0.5
0.0,-66.45457469783177,0.0,180.0,-27.92207212889268,0.0,0.0,-1.8023216097107,0.0,0.0,-76.3681760441625,0.0,180.0,62.50488146519879,0.0,180.0,29.260256141764234,0.0,0.0,76.751507820355,0.0,180.0,81.88653277329712,0.0,180.0,81.69733131874284,0.0,180.0,-30.786788003863162,0.0,180.0,56.11000609201753,0.0,180.0,73.47028552987484,0.0,180.0,85.37855498819961,0.0,nan,nan,0.0,nan,nan,0.0,0.5166666666666667
0.0,-67.70484284173143,0.0,180.0,-24.593793178808482,0.0,0.0,-10.270033735101457,0.0,0.0,-83.76292925886005,0.0,180.0,74.62907124471,0.0,180.0,32.19447128073225,0.0,0.0,74.78238846324281,0.0,180.0,88.14008987722886,0.0,180.0,76.51541433861928,0.0,180.0,-29.19224722959527,0.0,180.0,58.929557018581384,0.0,180.0,72.87398357276126,0.0,180.0,85.32366398733764,0.0,nan,nan,0.0,nan,nan,0.0,0.5333333333333333
0.0,-67.7493433706549,0.0,180.0,-24.72485362854666,0.0,0.0,-10.2695280268747,0.0,0.0,-83.79134567831943,0.0,180.0,74.72906092455945,0.0,180.0,32.24840806237257,0.0,0.0,74.9087864621829,0.0,180.0,88.1849804283733,0.0,180.0,76.42011189324087,0.0,180.0,-29.213121915853737,0.0,180.0,58.907873219682855,0.0,180.0,72.91251768274545,0.0,180.0,85.3550152548261,0.0,nan,nan,0.0,nan,nan,0.0,0.55
0.0,-64.9187597813134,0.0,180.0,-24.97560845848625,0.0,0.0,-5.832916941027224,0.0,0.0,-76.12547487325799,0.0,180.0,65.02419229658324,0.0,180.0,22.759068380954307,0.0,0.0,74.77125451801592,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-31.056949635056625,0.0,180.0,65.42714361897572,0.0,180.0,72.39600393780248,0.0,180.0,85.08250592063773,0.0,0.0,74.87891437023359,0.0,0.0,45.14457896074777,0.0,0.5666666666666667
0.0,-64.94334854748261,0.0,180.0,-24.959240878590354,0.0,0.0,-5.778273694458313,0.0,0.0,-76.18662702502098,0.0,180.0,64.98131534954756,0.0,180.0,22.72382560274336,0.0,0.0,74.64549740857764,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-31.10342936581538,0.0,180.0,65.40708196471391,0.0,180.0,72.4093042174866,0.0,180.0,85.24399859639072,0.0,0.0,74.83784267071233,0.0,0.0,45.280848254578956,0.0,0.5833333333333334
0.0,-57.25189882804574,0.0,180.0,-25.25503821350339,0.0,0.0,-4.997235420693184,0.0,0.0,-63.93591613527332,0.0,180.0,63.0922883364419,0.0,180.0,14.017043557257587,0.0,0.0,76.97636001262791,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-33.23765777976091,0.0,180.0,66.84730887988596,0.0,180.0,72.57170676155707,0.0,180.0,87.88048484236455,0.0,0.0,72.59974036511801,0.0,0.0,48.992799055365104,0.0,0.6
0.0,-57.31172217300333,0.0,180.0,-25.274984285561615,0.0,0.0,-4.96502830721725,0.0,0.0,-63.936434106403524,0.0,180.0,63.117677984435026,0.0,180.0,13.921560479716597,0.0,0.0,77.07264830856715,0.0,nan,nan,0.0,nan,nan,0.0,179.99999914622637,-33.21552831469211,0.0,180.0,66.84842649548338,0.0,180.0,72.59510234144855,0.0,180.0,88.01684785463355,0.0,0.0,72.59616403273857,0.0,0.0,48.67182544620779,0.0,0.6166666666666667
0.0,-50.04555861588288,0.0,179.99999914622637,-29.086596149324393,0.0,0.0,-1.38535035006814,0.0,0.0,-57.08978935631449,0.0,180.0,57.36672085054553,0.0,180.0,12.068587077178119,0.0,0.0,78.29046731857045,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-34.06055798216406,0.0,180.0,67.99946132584132,0.0,180.0,73.03968186625627,0.0,180.0,88.49622971446034,0.0,0.0,72.00829881105861,0.0,0.0,49.06242629032652,0.0,0.6333333333333333
0.0,-49.88548220403463,0.0,180.0,-29.09201692538976,0.0,0.0,-1.3674908230498666,0.0,8.537736462515939e-07,-57.137271050765825,0.0,180.0,57.335254560576814,0.0,179.99999914622637,12.279475376616478,0.0,0.0,78.48830969298133,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-33.93024848738272,0.0,179.99999914622637,68.12917175296461,0.0,180.0,73.21887313975893,0.0,180.0,88.53081492930029,0.0,0.0,71.82825169390993,0.0,0.0,49.07767999233167,0.0,0.65
0.0,-63.01122952017312,0.0,180.0,-23.568418154372573,0.0,0.0,-3.652698300472239,0.0,0.0,-40.5841641859125,0.0,180.0,61.91991970524944,0.0,180.0,17.266616384611144,0.0,0.0,79.50940554263413,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-31.7100148549994,0.0,180.0,67.98257058226392,0.0,180.0,72.98496083309506,0.0,180.0,88.76684378530015,0.0,0.0,71.75893662491762,0.0,0.0,49.20946755277479,0.0,0.6666666666666666
0.0,-62.95323555639492,0.0,180.0,-23.56877907129819,0.0,0.0,-3.677400760902645,0.0,0.0,-40.483064942346985,0.0,180.0,61.85074259775747,0.0,180.0,17.382963624496416,0.0,0.0,79.56970044661583,0.0,nan,nan,0.0,nan,nan,0.0,179.99999914622637,-31.638816035986412,0.0,180.0,68.04183370538397,0.0,180.0,73.07288226166371,0.0,180.0,88.83451969190106,0.0,0.0,71.50501894559936,0.0,0.0,49.99421031310432,0.0,0.6833333333333333
8.537736462515939e-07,-66.2452381594842,0.0,180.0,-16.520446298931706,0.0,0.0,-2.3741555475725273,0.0,0.0,-29.78080657416872,0.0,180.0,61.71287540062798,0.0,180.0,21.48013339653252,0.0,0.0,79.54472075733793,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-29.923037669004398,0.0,180.0,67.59696539237056,0.0,180.0,73.3783069211093,0.0,180.0,88.07841683654203,0.0,0.0,71.54323176517642,0.0,0.0,48.96341777141777,0.0,0.7
0.0,-66.24064959228441,0.0,180.0,-16.5730403535606,0.0,0.0,-2.3786843747250908,0.0,0.0,-29.769012907347626,0.0,180.0,61.68643133076607,0.0,179.99999914622637,21.392948265072757,0.0,0.0,79.45123428026626,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-29.92275124774726,0.0,180.0,67.63345312670886,0.0,180.0,73.43183495647585,0.0,180.0,88.0872588761003,0.0,0.0,71.51899064002663,0.0,0.0,48.973268251674384,0.0,0.7166666666666667
0.0,-66.82426186129841,0.0,180.0,-17.5791870120329,0.0,0.0,-1.5231901844845197,0.0,8.537736462515939e-07,-33.13872814106287,0.0,180.0,62.15443904300284,0.0,180.0,23.459452223356426,0.0,0.0,79.61831940094775,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-29.864945426552914,0.0,180.0,68.29890753114056,0.0,180.0,73.54077113146829,0.0,180.0,87.44267498863253,0.0,8.537736462515939e-07,72.15999336905321,0.0,0.0,49.287394738654285,0.0,0.7333333333333333
0.0,-66.83555911503532,0.0,179.99999914622637,-17.579915080175695,0.0,0.0,-1.5147013719653042,0.0,0.0,-32.86224378868024,0.0,180.0,62.14881871814674,0.0,180.0,23.365470735103724,0.0,0.0,79.75040951681733,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-29.834126351291786,0.0,180.0,68.30220786414756,0.0,180.0,73.56710147555486,0.0,180.0,87.5400937877462,0.0,0.0,72.1152857040463,0.0,0.0,49.02657334588932,0.0,0.75
0.0,-66.67989281363239,0.0,180.0,-19.384150162222966,0.0,0.0,-1.2528496127343518,0.0,0.0,-39.45586697977328,0.0,180.0,62.334024757547745,0.0,180.0,24.991117865357776,0.0,0.0,80.04141321411713,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-29.23900408173661,0.0,nan,nan,0.0,180.0,73.53533826624056,0.0,180.0,87.36040860087557,0.0,8.537736462515939e-07,72.22921396477038,0.0,0.0,48.54575163447716,0.0,0.7666666666666667
0.0,-66.57839134396313,0.0,180.0,-19.245353645237586,0.0,0.0,-1.4593484797084098,0.0,0.0,-39.294983709056304,0.0,180.0,62.58589142416383,0.0,180.0,24.786082493475348,0.0,0.0,80.06658047303209,0.0,nan,nan,0.0,nan,nan,0.0,180.0,-29.25466751626735,0.0,nan,nan,0.0,180.0,73.60319700763164,0.0,180.0,87.32822467684062,0.0,0.0,72.19460827274519,0.0,0.0,48.503216550833635,0.0,0.7833333333333333
0.0,-68.49871383434524,0.0,180.0,-20.09306986361014,0.0,0.0,-0.5666566512440222,0.0,8.537736462515939e-07,-43.57820645433597,0.0,180.0,64.305438991024,0.0,180.0,25.45245408847268,0.0,0.0,79.91116260956227,0.0,180.0,69.2670313389396,0.0,180.0,74.67398390902423,0.0,179.99999914622637,-28.826110764325666,0.0,nan,nan,0.0,180.0,73.66885944002259,0.0,180.0,87.89953273864892,0.0,8.537736462515939e-07,71.81105729553838,0.0,0.0,48.754237206185316,0.0,0.8
8.537736462515939e-07,-68.47610782105248,0.0,180.0,-20.084680527397037,0.0,0.0,-0.5488724107051464,0.0,0.0,-43.62425851544251,0.0,180.0,64.2382757528021,0.0,180.0,25.53048339789087,0.0,0.0,79.79462983823709,0.0,180.0,69.19296345329006,0.0,180.0,74.72621621576393,0.0,180.0,-28.775868360490268,0.0,nan,nan,0.0,180.0,73.62836959352947,0.0,180.0,87.89470579627542,0.0,0.0,71.79058285784602,0.0,0.0,48.78746782100396,0.0,0.8166666666666667
0.0,-68.20986310408475,0.0,180.0,-23.04389107274727,0.0,0.0,-0.6941427919058965,0.0,0.0,-48.71690553077884,0.0,180.0,64.07133479003127,0.0,180.0,26.710332919797434,0.0,0.0,80.06212920109154,0.0,180.0,75.10540066204321,0.0,180.0,73.32038724820501,0.0,180.0,-28.21370927370218,0.0,nan,nan,0.0,180.0,74.60184186123521,0.0,180.0,88.17286247587325,0.0,0.0,70.87255144480767,0.0,0.0,49.25919878965019,0.0,0.8333333333333334
0.0,-68.05839734950189,0.0,180.0,-23.080553800562598,0.0,0.0,-0.7790745567455573,0.0,0.0,-48.722189288024246,0.0,180.0,64.06116761748883,0.0,180.0,26.834202168577047,0.0,0.0,80.0096615032114,0.0,180.0,75.63901968589181,0.0,180.0,73.33781329995426,0.0,179.99999914622637,-28.205948696365844,0.0,nan,nan,0.0,179.99999914622637,74.60166610565113,0.0,180.0,88.09437044818456,0.0,8.537736462515939e-07,70.92750696019759,0.0,0.0,49.04119960662685,0.0,0.85
0.0,-67.52126154656665,0.0,180.0,-24.64373646557415,0.0,0.0,-0.4210934213228126,0.0,0.0,-47.77677195793087,0.0,180.0,64.23477192236682,0.0,180.0,25.16655503415361,0.0,8.537736462515939e-07,79.00723404459116,0.0,180.0,79.23308526505973,0.0,180.0,72.33978921133746,0.0,179.99999914622637,-27.81153553135862,0.0,nan,nan,0.0,180.0,74.68970086042765,0.0,180.0,88.42556023530686,0.0,0.0,70.02963211485154,0.0,0.0,48.21385565370712,0.0,0.8666666666666667
0.0,-67.45527836479013,0.0,179.99999914622637,-24.657412555514618,0.0,0.0,-0.46396266438914213,0.0,8.537736462515939e-07,-47.762011290571756,0.0,179.99999914622637,64.23257496366612,0.0,180.0,25.06141578464696,0.0,8.537736462515939e-07,78.82537138117654,0.0,180.0,79.32012545963694,0.0,180.0,72.43373109575779,0.0,180.0,-27.893489582639816,0.0,nan,nan,0.0,180.0,74.58773667068489,0.0,180.0,88.49660454606624,0.0,0.0,70.09791412695185,0.0,0.0,48.18831688581294,0.0,0.8833333333333333
