36100, 0.00235, 0.005
36200, 0.00210, 0.005
36300, 0.00217, 0.005
36400, 0.00255, 0.005
36500, 0.00240, 0.005
36600, 0.00230, 0.005
36700, 0.00223, 0.005
36800, 0.00211, 0.005
36900, 0.00230, 0.005
37000, 0.00227, 0.005
37100, 0.00226, 0.005
37200, 0.00227, 0.005
37300, 0.00207, 0.005
37400, 0.00230, 0.005
37500, 0.00231, 0.005
37600, 0.00228, 0.005
37700, 0.00209, 0.005
37800, 0.00212, 0.005
37900, 0.00224, 0.005
38000, 0.00228, 0.005
38100, 0.00223, 0.005
38200, 0.00219, 0.005
38300, 0.00227, 0.005
38400, 0.00207, 0.005
38500, 0.00229, 0.005
38600, 0.00215, 0.005
38700, 0.00207, 0.005
38800, 0.00210, 0.005
38900, 0.00218, 0.005
39000, 0.00240, 0.005
39100, 0.00236, 0.005
39200, 0.00190, 0.005
39300, 0.00211, 0.005
39400, 0.00218, 0.005
39500, 0.00201, 0.005
39600, 0.00223, 0.005
39700, 0.00222, 0.005
39800, 0.00226, 0.005
39900, 0.00216, 0.005
40000, 0.00213, 0.005
40100, 0.00201, 0.005
40200, 0.00233, 0.005
40300, 0.00202, 0.005
40400, 0.00219, 0.005
40500, 0.00216, 0.005
40600, 0.00213, 0.005
40700, 0.00221, 0.005
40800, 0.00215, 0.005
40900, 0.00209, 0.005
41000, 0.00215, 0.005
41100, 0.00221, 0.005
41200, 0.00205, 0.005
41300, 0.00212, 0.005
41400, 0.00211, 0.005
41500, 0.00216, 0.005
41600, 0.00202, 0.005
41700, 0.00224, 0.005
41800, 0.00209, 0.005
41900, 0.00215, 0.005
42000, 0.00224, 0.005
42100, 0.00220, 0.005
42200, 0.00198, 0.005
42300, 0.00211, 0.005
42400, 0.00207, 0.005
42500, 0.00227, 0.005
42600, 0.00213, 0.005
42700, 0.00210, 0.005
42800, 0.00207, 0.005
42900, 0.00218, 0.005
43000, 0.00212, 0.005
43100, 0.00203, 0.005
43200, 0.00213, 0.005
43300, 0.00207, 0.005
43400, 0.00228, 0.005
43500, 0.00211, 0.005
43600, 0.00211, 0.005
43700, 0.00219, 0.005
43800, 0.00208, 0.005
43900, 0.00209, 0.005
44000, 0.00239, 0.005
44100, 0.00218, 0.005
44200, 0.00211, 0.005
44300, 0.00197, 0.005
44400, 0.00197, 0.005
44500, 0.00202, 0.005
44600, 0.00194, 0.005
44700, 0.00207, 0.005
44800, 0.00212, 0.005
44900, 0.00205, 0.005
45000, 0.00192, 0.005
45100, 0.00231, 0.005
45200, 0.00220, 0.005
45300, 0.00202, 0.005
45400, 0.00205, 0.005
45500, 0.00187, 0.005
45600, 0.00223, 0.005
45700, 0.00204, 0.005
45800, 0.00224, 0.005
45900, 0.00221, 0.005
46000, 0.00205, 0.005
46100, 0.00223, 0.005
46200, 0.00198, 0.005
46300, 0.00195, 0.005
46400, 0.00206, 0.005
46500, 0.00212, 0.005
46600, 0.00200, 0.005
46700, 0.00210, 0.005
46800, 0.00207, 0.005
46900, 0.00184, 0.005
47000, 0.00206, 0.005
47100, 0.00198, 0.005
47200, 0.00200, 0.005
47300, 0.00204, 0.005
47400, 0.00224, 0.005
47500, 0.00190, 0.005
47600, 0.00233, 0.005
47700, 0.00201, 0.005
47800, 0.00209, 0.005
47900, 0.00208, 0.005
48000, 0.00200, 0.005
48100, 0.00214, 0.005
48200, 0.00218, 0.005
48300, 0.00209, 0.005
48400, 0.00219, 0.005
48500, 0.00200, 0.005
48600, 0.00214, 0.005
48700, 0.00213, 0.005
48800, 0.00179, 0.005
48900, 0.00192, 0.005
49000, 0.00199, 0.005
49100, 0.00217, 0.005
49200, 0.00211, 0.005
49300, 0.00202, 0.005
49400, 0.00220, 0.005
49500, 0.00195, 0.005
49600, 0.00198, 0.005
49700, 0.00191, 0.005
49800, 0.00212, 0.005
49900, 0.00192, 0.005
50000, 0.00203, 0.005
50100, 0.00228, 0.005
50200, 0.00202, 0.005
50300, 0.00183, 0.005
50400, 0.00179, 0.005
50500, 0.00190, 0.005
50600, 0.00188, 0.005
50700, 0.00194, 0.005
50800, 0.00214, 0.005
50900, 0.00210, 0.005
51000, 0.00189, 0.005
